feature,best_side,indval,p_perm,fish_score,algae_score,fish_specificity,algae_specificity,fish_fidelity,algae_fidelity,mean_fish,mean_algae,feature_type,p_bh,sig_bh
rabbitfishes,algae,36.55035593418134,0.7,28.08573540280857,36.55035593418134,0.4212860310421286,0.5787139689578713,0.6666666666666666,0.631578947368421,1.1111111111111112,1.5263157894736843,word_group,0.82875,False
small_ovals_damselfishes,fish,52.33193194766413,0.7166666666666667,52.33193194766413,47.66806805233586,0.5233193194766413,0.4766806805233586,1.0,1.0,77.88888888888889,70.94736842105263,word_group,0.82875,False
blennies,fish,37.924151696606785,0.7366666666666667,37.924151696606785,29.49889694295619,0.5688622754491018,0.43113772455089816,0.6666666666666666,0.6842105263157895,1.1111111111111112,0.8421052631578947,word_group,0.82875,False
butterflyfishes,fish,51.35135135135135,0.82,51.35135135135135,48.64864864864865,0.5135135135135135,0.4864864864864865,1.0,1.0,2.3333333333333335,2.210526315789474,word_group,0.868235294117647,False
hawkfishes,algae,33.28591749644381,0.9966666666666667,28.52852852852853,33.28591749644381,0.5135135135135135,0.48648648648648646,0.5555555555555556,0.6842105263157895,0.7777777777777778,0.7368421052631579,word_group,0.9966666666666667,False
labridae,fish,68.75923190546528,0.0033333333333333335,68.75923190546528,31.240768094534708,0.6875923190546529,0.3124076809453471,1.0,1.0,5.444444444444445,2.473684210526316,family,0.03333333333333333,True
balistidae,fish,68.45180136319377,0.0033333333333333335,68.45180136319377,31.548198636806234,0.6845180136319376,0.31548198636806235,1.0,1.0,4.111111111111111,1.894736842105263,family,0.03333333333333333,True
acanthuridae,fish,79.54545454545455,0.013333333333333334,79.54545454545455,20.454545454545453,0.7954545454545454,0.20454545454545453,1.0,1.0,15.555555555555555,4.0,family,0.08888888888888889,False
lutjanidae,fish,62.8099173553719,0.02,62.8099173553719,29.360591561548507,0.628099173553719,0.37190082644628103,1.0,0.7894736842105263,1.7777777777777777,1.0526315789473684,family,0.1,False
carangidae,fish,59.31402752105154,0.03333333333333333,59.31402752105154,14.009144858449261,0.66728280961183,0.33271719038817,0.8888888888888888,0.42105263157894735,2.111111111111111,1.0526315789473684,family,0.13333333333333333,False
serranidae,fish,60.12658227848101,0.04,60.12658227848101,39.87341772151898,0.6012658227848101,0.39873417721518983,1.0,1.0,2.2222222222222223,1.4736842105263157,family,0.13333333333333333,False
aulostomidae,algae,53.684210526315795,0.17,22.22222222222222,53.684210526315795,0.4,0.6000000000000001,0.5555555555555556,0.8947368421052632,0.6666666666666666,1.0,family,0.48571428571428577,False
mullidae,algae,62.177985948477755,0.21666666666666667,37.822014051522245,62.177985948477755,0.37822014051522246,0.6217798594847775,1.0,1.0,1.8888888888888888,3.1052631578947367,family,0.48888888888888893,False
pomacanthidae,algae,56.00578871201159,0.22,43.99421128798843,56.00578871201159,0.4399421128798843,0.5600578871201158,1.0,1.0,1.7777777777777777,2.263157894736842,family,0.48888888888888893,False
pinguipedidae,fish,28.33706189410887,0.3333333333333333,28.33706189410887,9.537265983751324,0.6375838926174496,0.3624161073825503,0.4444444444444444,0.2631578947368421,0.5555555555555556,0.3157894736842105,family,0.6666666666666666,False
monacanthidae,algae,34.736842105263165,0.52,22.22222222222222,34.736842105263165,0.4,0.6000000000000001,0.5555555555555556,0.5789473684210527,0.6666666666666666,1.0,family,0.8666666666666667,False
lethrinidae,algae,50.25827167387966,0.53,31.358679634541698,50.25827167387966,0.403183023872679,0.596816976127321,0.7777777777777778,0.8421052631578947,1.7777777777777777,2.6315789473684212,family,0.8666666666666667,False
scaridae,algae,61.12929623567922,0.5766666666666667,38.870703764320794,61.12929623567922,0.3887070376432079,0.6112929623567922,1.0,1.0,8.333333333333334,13.105263157894736,family,0.8666666666666667,False
zanclidae,fish,41.49268058555316,0.6133333333333333,41.49268058555316,31.919972717972037,0.5334773218142549,0.46652267818574517,0.7777777777777778,0.6842105263157895,1.4444444444444444,1.263157894736842,family,0.8666666666666667,False
siganidae,algae,36.55035593418134,0.7,28.08573540280857,36.55035593418134,0.4212860310421286,0.5787139689578713,0.6666666666666666,0.631578947368421,1.1111111111111112,1.5263157894736843,family,0.8666666666666667,False
pomacentridae,fish,52.33193194766413,0.7166666666666667,52.33193194766413,47.66806805233586,0.5233193194766413,0.4766806805233586,1.0,1.0,77.88888888888889,70.94736842105263,family,0.8666666666666667,False
blenniidae,fish,37.924151696606785,0.7366666666666667,37.924151696606785,29.49889694295619,0.5688622754491018,0.43113772455089816,0.6666666666666666,0.6842105263157895,1.1111111111111112,0.8421052631578947,family,0.8666666666666667,False
chaetodontidae,fish,51.35135135135135,0.82,51.35135135135135,48.64864864864865,0.5135135135135135,0.4864864864864865,1.0,1.0,2.3333333333333335,2.210526315789474,family,0.911111111111111,False
holocentridae,algae,32.588638078105966,0.9133333333333333,29.094695577606277,32.588638078105966,0.523704520396913,0.4762954796030871,0.5555555555555556,0.6842105263157895,2.7777777777777777,2.526315789473684,family,0.9614035087719298,False
cirrhitidae,algae,33.28591749644381,0.9966666666666667,28.52852852852853,33.28591749644381,0.5135135135135135,0.48648648648648646,0.5555555555555556,0.6842105263157895,0.7777777777777778,0.7368421052631579,family,0.9966666666666667,False
balistapus,fish,68.45180136319377,0.0033333333333333335,68.45180136319377,31.548198636806234,0.6845180136319376,0.31548198636806235,1.0,1.0,4.111111111111111,1.894736842105263,genus,0.05000000000000001,False
aethaloperca,fish,60.94339622641509,0.0033333333333333335,60.94339622641509,39.056603773584904,0.6094339622641509,0.390566037735849,1.0,1.0,1.8888888888888888,1.2105263157894737,genus,0.05000000000000001,False
labroides,fish,59.531332280147446,0.0033333333333333335,59.531332280147446,11.112496882015463,0.7654028436018957,0.23459715639810427,0.7777777777777778,0.47368421052631576,1.8888888888888888,0.5789473684210527,genus,0.05000000000000001,False
cephalopholis,fish,66.43356643356643,0.006666666666666667,66.43356643356643,26.49981597350018,0.6643356643356643,0.3356643356643356,1.0,0.7894736842105263,1.6666666666666667,0.8421052631578947,genus,0.06000000000000001,False
thalassoma,fish,65.51724137931035,0.006666666666666667,65.51724137931035,34.48275862068966,0.6551724137931035,0.3448275862068966,1.0,1.0,4.0,2.1052631578947367,genus,0.06000000000000001,False
amblyglyphidodon,fish,68.59205776173285,0.02,68.59205776173285,29.754892646779396,0.6859205776173285,0.31407942238267145,1.0,0.9473684210526315,6.666666666666667,3.0526315789473686,genus,0.1,False
chlorurus,algae,67.36196319018404,0.02,29.011588275391947,67.36196319018404,0.32638036809815946,0.6736196319018405,0.8888888888888888,1.0,1.5555555555555556,3.210526315789474,genus,0.1,False
lutjanus,fish,62.8099173553719,0.02,62.8099173553719,29.360591561548507,0.628099173553719,0.37190082644628103,1.0,0.7894736842105263,1.7777777777777777,1.0526315789473684,genus,0.1,False
abudefduf,fish,61.702621201577365,0.02,61.702621201577365,7.614547851884408,0.7933194154488518,0.20668058455114824,0.7777777777777778,0.3684210526315789,2.2222222222222223,0.5789473684210527,genus,0.1,False
heniochus,fish,44.91725768321513,0.02666666666666667,44.91725768321513,3.0235162374020157,0.8085106382978723,0.19148936170212766,0.5555555555555556,0.15789473684210525,0.8888888888888888,0.21052631578947367,genus,0.12000000000000002,False
zebrasoma,fish,78.47002229261997,0.03333333333333333,78.47002229261997,10.487411771244375,0.8827877507919747,0.11721224920802535,0.8888888888888888,0.8947368421052632,14.666666666666666,1.9473684210526316,genus,0.13636363636363635,False
naso,fish,69.57746478873239,0.043333333333333335,69.57746478873239,24.017790956263898,0.6957746478873239,0.30422535211267604,1.0,0.7894736842105263,2.888888888888889,1.263157894736842,genus,0.1625,False
caranx,fish,52.13882163034706,0.05333333333333334,52.13882163034706,5.734675672231425,0.7820823244552059,0.2179176755447942,0.6666666666666666,0.2631578947368421,1.8888888888888888,0.5263157894736842,genus,0.18461538461538465,False
chromis,fish,41.414421492059084,0.06333333333333334,41.414421492059084,6.698431924814114,0.7454595868570636,0.25454041314293635,0.5555555555555556,0.2631578947368421,31.444444444444443,10.736842105263158,genus,0.20357142857142857,False
epinephelus,fish,35.933806146572095,0.07,35.933806146572095,2.015677491601344,0.8085106382978723,0.19148936170212766,0.4444444444444444,0.10526315789473684,0.4444444444444444,0.10526315789473684,genus,0.21000000000000002,False
centropyge,algae,59.9025974025974,0.10333333333333333,35.642135642135635,59.9025974025974,0.4009740259740259,0.599025974025974,0.8888888888888888,1.0,1.4444444444444444,2.1578947368421053,genus,0.290625,False
gomphosus,fish,57.06713780918727,0.15,57.06713780918727,42.93286219081272,0.5706713780918727,0.4293286219081272,1.0,1.0,1.8888888888888888,1.4210526315789473,genus,0.39705882352941174,False
aulostomus,algae,53.684210526315795,0.17,22.22222222222222,53.684210526315795,0.4,0.6000000000000001,0.5555555555555556,0.8947368421052632,0.6666666666666666,1.0,genus,0.42000000000000004,False
scarus,algae,50.73772296850914,0.18333333333333332,22.082752208275224,50.73772296850914,0.397489539748954,0.602510460251046,0.5555555555555556,0.8421052631578947,0.5555555555555556,0.8421052631578947,genus,0.42000000000000004,False
genus naso,algae,42.678478374153215,0.18666666666666668,12.541254125412543,42.678478374153215,0.3762376237623763,0.6237623762376239,0.3333333333333333,0.6842105263157895,0.4444444444444444,0.7368421052631579,genus,0.42000000000000004,False
hemigymnus,fish,56.65137614678899,0.24333333333333335,56.65137614678899,43.34862385321101,0.5665137614678899,0.4334862385321101,1.0,1.0,1.4444444444444444,1.105263157894737,genus,0.5214285714285715,False
lethrinus,algae,32.223415682062296,0.26666666666666666,8.616780045351474,32.223415682062296,0.3877551020408163,0.6122448979591837,0.2222222222222222,0.5263157894736842,0.3333333333333333,0.5263157894736842,genus,0.5454545454545454,False
parapercis,fish,28.33706189410887,0.3333333333333333,28.33706189410887,9.537265983751324,0.6375838926174496,0.3624161073825503,0.4444444444444444,0.2631578947368421,0.5555555555555556,0.3157894736842105,genus,0.6521739130434783,False
cheilinus,fish,48.60111910471622,0.36333333333333334,48.60111910471622,31.010980689132904,0.5467625899280575,0.4532374100719424,0.8888888888888888,0.6842105263157895,0.8888888888888888,0.7368421052631579,genus,0.68125,False
parupeneus,algae,58.214747736093145,0.43333333333333335,41.785252263906855,58.214747736093145,0.4178525226390685,0.5821474773609314,1.0,1.0,1.8888888888888888,2.6315789473684212,genus,0.78,False
cantherhines,algae,30.060728744939272,0.49,12.179487179487177,30.060728744939272,0.36538461538461536,0.6346153846153847,0.3333333333333333,0.47368421052631576,0.3333333333333333,0.5789473684210527,genus,0.832258064516129,False
oxymonacanthus,algae,20.66985645933014,0.5166666666666667,7.6767676767676765,20.66985645933014,0.34545454545454546,0.6545454545454545,0.2222222222222222,0.3157894736842105,0.3333333333333333,0.631578947368421,genus,0.832258064516129,False
ctenochaetus,fish,51.771117166212534,0.5433333333333333,51.771117166212534,45.69052057937759,0.5177111716621253,0.4822888283378746,1.0,0.9473684210526315,3.3333333333333335,3.1052631578947367,genus,0.832258064516129,False
pygoplites,fish,52.33050847457626,0.57,52.33050847457626,45.16057091882248,0.5233050847457626,0.4766949152542373,1.0,0.9473684210526315,1.4444444444444444,1.3157894736842106,genus,0.832258064516129,False
pycnochromis,fish,54.60132890365449,0.5733333333333334,54.60132890365449,45.39867109634552,0.5460132890365449,0.45398671096345516,1.0,1.0,57.666666666666664,47.94736842105263,genus,0.832258064516129,False
monotaxis,algae,47.95563288386255,0.5733333333333334,30.5325987144169,47.95563288386255,0.3925619834710744,0.6074380165289256,0.7777777777777778,0.7894736842105263,1.6666666666666667,2.5789473684210527,genus,0.832258064516129,False
zanclus,fish,41.49268058555316,0.6133333333333333,41.49268058555316,31.919972717972037,0.5334773218142549,0.46652267818574517,0.7777777777777778,0.6842105263157895,1.4444444444444444,1.263157894736842,genus,0.8624999999999999,False
halichoeres,algae,48.58299595141701,0.6466666666666666,37.8917378917379,48.58299595141701,0.4871794871794872,0.5128205128205129,0.7777777777777778,0.9473684210526315,1.0,1.0526315789473684,genus,0.8818181818181817,False
oxycheilinus,algae,30.892448512585812,0.6833333333333333,18.35748792270531,30.892448512585812,0.41304347826086957,0.5869565217391305,0.4444444444444444,0.5263157894736842,0.4444444444444444,0.631578947368421,genus,0.9044117647058824,False
genus soldier,algae,34.81846781736247,0.76,27.284150062825347,34.81846781736247,0.4911147011308562,0.5088852988691438,0.5555555555555556,0.6842105263157895,1.7777777777777777,1.8421052631578947,genus,0.9648648648648649,False
siganus,algae,31.06546854942234,0.7833333333333333,25.745257452574524,31.06546854942234,0.46341463414634143,0.5365853658536586,0.5555555555555556,0.5789473684210527,1.0,1.1578947368421053,genus,0.9648648648648649,False
genus squirrel,algae,28.907219505073364,0.7933333333333333,22.25304361226691,28.907219505073364,0.5006934812760055,0.49930651872399445,0.4444444444444444,0.5789473684210527,2.111111111111111,2.1052631578947367,genus,0.9648648648648649,False
chaetodon,fish,51.35135135135135,0.82,51.35135135135135,48.64864864864865,0.5135135135135135,0.4864864864864865,1.0,1.0,2.3333333333333335,2.210526315789474,genus,0.9710526315789473,False
pseudocheilinus,fish,36.242250834525514,0.88,36.242250834525514,25.615540998418794,0.6523605150214592,0.3476394849785408,0.5555555555555556,0.7368421052631579,2.6666666666666665,1.4210526315789473,genus,0.9914634146341463,False
meiacanthus,fish,31.045751633986928,0.8866666666666667,31.045751633986928,27.86377708978328,0.5588235294117647,0.4411764705882353,0.5555555555555556,0.631578947368421,1.0,0.7894736842105263,genus,0.9914634146341463,False
genus chromis,algae,42.214762691175416,0.9033333333333333,41.35819311808398,42.214762691175416,0.46527967257844477,0.5347203274215553,0.8888888888888888,0.7894736842105263,39.888888888888886,45.8421052631579,genus,0.9914634146341463,False
bodianus,fish,39.93993993993995,0.9866666666666667,39.93993993993995,38.4068278805121,0.5135135135135136,0.4864864864864865,0.7777777777777778,0.7894736842105263,1.0,0.9473684210526315,genus,1.0,False
paracirrhites,algae,33.28591749644381,0.9966666666666667,28.52852852852853,33.28591749644381,0.5135135135135135,0.48648648648648646,0.5555555555555556,0.6842105263157895,0.7777777777777778,0.7368421052631579,genus,1.0,False
labrichthys,algae,19.342105263157894,1.0,15.833333333333332,19.342105263157894,0.475,0.525,0.3333333333333333,0.3684210526315789,0.3333333333333333,0.3684210526315789,genus,1.0,False
acanthurus,fish,18.83519206939281,1.0,18.83519206939281,18.313441596556448,0.5650557620817844,0.4349442379182157,0.3333333333333333,0.42105263157894735,0.8888888888888888,0.6842105263157895,genus,1.0,False
wrasses,fish,68.75923190546528,0.0033333333333333335,68.75923190546528,31.240768094534708,0.6875923190546529,0.3124076809453471,1.0,1.0,5.444444444444445,2.473684210526316,unspecific,0.04,True
large ovals,fish,78.28134196586227,0.013333333333333334,78.28134196586227,21.71865803413773,0.7828134196586227,0.21718658034137728,1.0,1.0,15.555555555555555,4.315789473684211,unspecific,0.08,False
silvery,fish,59.3634055848467,0.03666666666666667,59.3634055848467,15.733974655443529,0.6678383128295254,0.3321616871704745,0.8888888888888888,0.47368421052631576,2.2222222222222223,1.105263157894737,unspecific,0.14666666666666667,False
heavy bodies/large lips,fish,59.2823712948518,0.05,59.2823712948518,40.71762870514821,0.592823712948518,0.40717628705148207,1.0,1.0,2.2222222222222223,1.5263157894736843,unspecific,0.15000000000000002,False
elongate sand & burrow dwellers,fish,28.33706189410887,0.3333333333333333,28.33706189410887,9.537265983751324,0.6375838926174496,0.3624161073825503,0.4444444444444444,0.2631578947368421,0.5555555555555556,0.3157894736842105,unspecific,0.8,False
odd-shaped swimmers,fish,54.767184035476724,0.49666666666666665,54.767184035476724,45.23281596452329,0.5476718403547672,0.4523281596452329,1.0,1.0,4.333333333333333,3.5789473684210527,unspecific,0.8109090909090909,False
parrotfishes,algae,61.12929623567922,0.5766666666666667,38.870703764320794,61.12929623567922,0.3887070376432079,0.6112929623567922,1.0,1.0,8.333333333333334,13.105263157894736,unspecific,0.8109090909090909,False
sloping heads,algae,53.69449682839019,0.6933333333333334,43.32247557003257,53.69449682839019,0.43322475570032576,0.5667752442996743,1.0,0.9473684210526315,2.3333333333333335,3.0526315789473686,unspecific,0.8109090909090909,False
small ovals - damselfishes,fish,52.33193194766413,0.7166666666666667,52.33193194766413,47.66806805233586,0.5233193194766413,0.4766806805233586,1.0,1.0,77.88888888888889,70.94736842105263,unspecific,0.8109090909090909,False
blennies,fish,37.924151696606785,0.7366666666666667,37.924151696606785,29.49889694295619,0.5688622754491018,0.43113772455089816,0.6666666666666666,0.6842105263157895,1.1111111111111112,0.8421052631578947,unspecific,0.8109090909090909,False
disk-shaped/colourful,algae,51.33876600698486,0.7433333333333333,48.66123399301513,51.33876600698486,0.4866123399301513,0.5133876600698486,1.0,1.0,2.4444444444444446,2.5789473684210527,unspecific,0.8109090909090909,False
reddish/big eyes,algae,32.588638078105966,0.9133333333333333,29.094695577606277,32.588638078105966,0.523704520396913,0.4762954796030871,0.5555555555555556,0.6842105263157895,2.7777777777777777,2.526315789473684,unspecific,0.9133333333333334,False
wrasses_trigger_combo,fish,69.0680766688698,0.0033333333333333335,69.0680766688698,30.931923331130207,0.6906807666886979,0.30931923331130207,1.0,1.0,6.111111111111111,2.736842105263158,composite_group,0.05333333333333334,False
nocturnal_predator_mixture,fish,64.21471172962227,0.013333333333333334,64.21471172962227,28.251543371350838,0.6421471172962226,0.3578528827037773,1.0,0.7894736842105263,1.8888888888888888,1.0526315789473684,composite_group,0.06666666666666667,False
predator_reef_core,fish,58.849557522123895,0.016666666666666666,58.849557522123895,41.15044247787611,0.588495575221239,0.4115044247787611,1.0,1.0,2.3333333333333335,1.631578947368421,composite_group,0.06666666666666667,False
snappers_groupers_combo,fish,58.849557522123895,0.016666666666666666,58.849557522123895,41.15044247787611,0.588495575221239,0.4115044247787611,1.0,1.0,2.3333333333333335,1.631578947368421,composite_group,0.06666666666666667,False
piscivore_active_hunters,fish,57.327586206896555,0.05333333333333334,57.327586206896555,42.672413793103445,0.5732758620689655,0.4267241379310345,1.0,1.0,2.3333333333333335,1.736842105263158,composite_group,0.1295238095238095,False
piscivore_core_families,fish,57.327586206896555,0.05333333333333334,57.327586206896555,42.672413793103445,0.5732758620689655,0.4267241379310345,1.0,1.0,2.3333333333333335,1.736842105263158,composite_group,0.1295238095238095,False
omnivore_box_puffer_file,algae,55.78413037670317,0.056666666666666664,18.75352509870276,55.78413037670317,0.3375634517766497,0.6624365482233502,0.5555555555555556,0.8421052631578947,0.7777777777777778,1.5263157894736843,composite_group,0.1295238095238095,False
invertebrate_oriented_diet_mode,fish,56.236786469344615,0.31333333333333335,56.236786469344615,43.76321353065539,0.5623678646934461,0.4376321353065539,1.0,1.0,6.222222222222222,4.842105263157895,composite_group,0.6266666666666667,False
herbivore_core_families,fish,58.87605042016808,0.5233333333333333,58.87605042016808,41.12394957983194,0.5887605042016808,0.41123949579831937,1.0,1.0,19.666666666666668,13.736842105263158,composite_group,0.81,False
bioeroder_set,algae,59.88776055585249,0.6433333333333333,40.11223944414752,59.88776055585249,0.4011223944414752,0.5988776055585249,1.0,1.0,8.777777777777779,13.105263157894736,composite_group,0.81,False
fish_oriented_diet_mode,algae,55.69506726457399,0.6633333333333333,44.30493273542601,55.69506726457399,0.44304932735426006,0.5569506726457399,1.0,1.0,2.888888888888889,3.6315789473684212,composite_group,0.81,False
algae_oriented_diet_mode,fish,52.294946798068246,0.72,52.294946798068246,47.70505320193176,0.5229494679806824,0.47705053201931763,1.0,1.0,77.88888888888889,71.05263157894737,composite_group,0.81,False
herbivore_extended_with_damselfishes,fish,52.294946798068246,0.72,52.294946798068246,47.70505320193176,0.5229494679806824,0.47705053201931763,1.0,1.0,77.88888888888889,71.05263157894737,composite_group,0.81,False
plankton_oriented_diet_mode,fish,51.76447726389428,0.79,51.76447726389428,48.235522736105715,0.5176447726389428,0.4823552273610571,1.0,1.0,77.88888888888889,72.57894736842105,composite_group,0.81,False
invertivore_benthic_core,fish,51.96797865243495,0.81,51.96797865243495,48.03202134756504,0.5196797865243495,0.4803202134756504,1.0,1.0,4.555555555555555,4.2105263157894735,composite_group,0.81,False
invertivore_general,fish,51.96797865243495,0.81,51.96797865243495,48.03202134756504,0.5196797865243495,0.4803202134756504,1.0,1.0,4.555555555555555,4.2105263157894735,composite_group,0.81,False
