video_annotation_label_id,label_name,label_hierarchy,frames
3444648,Goldbar (Thalassoma hebraicum),Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum),[15.2657329]
3444649,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[15.9516841]
3444650,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[21.493698]
3444651,Speckled (Parapercis hexophthalma),Elongate Sand & Burrow Dwellers > Sandperches (Pinguipedidae) > Speckled (Parapercis hexophthalma),[25.5503159]
3444652,Speckled (Parapercis hexophthalma),Elongate Sand & Burrow Dwellers > Sandperches (Pinguipedidae) > Speckled (Parapercis hexophthalma),[25.5503159]
3444653,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[34.4594367]
3444654,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[34.4594367]
3444655,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[34.4594367]
3444656,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[34.4594367]
3444657,Bird wrasse (Gomphosus caeruleus),Wrasses > Wrasses (Labridae) > Bird wrasse (Gomphosus caeruleus),[42.2498544]
3444658,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[52.0447316]
3444659,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),[60.4091343]
3444660,Swarthy (Scarus niger),Parrotfishes > Parrotfishes (Scaridae) > Swarthy (Scarus niger),[65.472031]
3444661,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[70.08352368455827]
3444662,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[70.08352368455827]
3444663,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[70.0835236]
3444664,Brown Pigmy (Centropyge multispinis),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Brown Pigmy (Centropyge multispinis),[72.5626024]
3444665,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[73.0659609]
3444666,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),[75.3665706]
3444667,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[81.08784713325153]
3444668,Raccoon (Chaetodon lunula),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Raccoon (Chaetodon lunula),[88.4473418]
3444669,Raccoon (Chaetodon lunula),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Raccoon (Chaetodon lunula),[88.4473418]
3444670,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),[102.1016285]
3444671,Wrasses (Labridae),Wrasses > Wrasses (Labridae),[104.2643271]
3444672,Paletail Unicorn (Naso brevirostris),Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris),[123.19379576663901]
3444673,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444674,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444675,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444676,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444677,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444678,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444679,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444680,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444681,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444682,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444683,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444684,Indian Longnose (Hipposcarus harid),Parrotfishes > Parrotfishes (Scaridae) > Indian Longnose (Hipposcarus harid),[146.5879768]
3444685,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[157.4068133]
3444686,Bird wrasse (Gomphosus caeruleus),Wrasses > Wrasses (Labridae) > Bird wrasse (Gomphosus caeruleus),[160.87969106701024]
3444687,Bird wrasse (Gomphosus caeruleus),Wrasses > Wrasses (Labridae) > Bird wrasse (Gomphosus caeruleus),[160.879691]
3444688,Brown Pigmy (Centropyge multispinis),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Brown Pigmy (Centropyge multispinis),[161.263357]
3444689,Brown Pigmy (Centropyge multispinis),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Brown Pigmy (Centropyge multispinis),[161.263357]
3444690,Unidentified,Unidentified,[217.6712366]
3444691,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[241.6846867]
3444692,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[241.6846867]
3444693,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[241.6846867]
3444694,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[241.6846867]
3444695,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[241.6846867]
3444696,Puffers (Tetraodontidae),Odd-shaped Swimmers > Puffers (Tetraodontidae),[249.40402695197795]
3444697,Puffers (Tetraodontidae),Odd-shaped Swimmers > Puffers (Tetraodontidae),[249.4040269]
3444698,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[256.7524756]
3444699,Spotted Toby (Canthigaster solandri),Odd-shaped Swimmers > Puffers (Tetraodontidae) > Spotted Toby (Canthigaster solandri),[277.7186034]
3444700,Spotted Toby (Canthigaster solandri),Odd-shaped Swimmers > Puffers (Tetraodontidae) > Spotted Toby (Canthigaster solandri),[277.7186034]
3444701,Disappearing (Pseudocheilinus evanidus),Wrasses > Wrasses (Labridae) > Disappearing (Pseudocheilinus evanidus),[292.067992]
3444702,Mozambique Fangblenny (Meiacanthus mossambicus),Blennies > Blennies (Blenniidae) > Mozambique Fangblenny (Meiacanthus mossambicus),[298.4627993]
3444703,Regal (Pygoplites diacanthus),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Regal (Pygoplites diacanthus),[310.0168388]
